value,count
"Chromolithograph, on folded card, 132 x 79 mm, tied with green cord bow.",1
"Chromolithograph, on folded card, 142 x 100 mm.",1
"Chromolithograph, on folded card, 187 x 244 mm.",1
"Chromolithograph, on folded card, 87 x 92 mm, with green cord tie down spine and inserted page for greeting.",1
"Chromolithograph, on folded card, 88 x 94 mm, with green cord tie down spine and inserted page for greeting.",1
"Chromolithograph, on folded pamphlet, 166 x 119 mm.",1
"Chromolithograph, on four separate sheets, each 1020 x 760 mm, total 2000 x 151 mm (if joined and overlapped)",1
"Chromolithograph, on four separate sheets, each 1020 x 765 mm, total 2000 x 1500 mm (if joined and overlapped)",1
"Chromolithograph, on label, 127 x 337 mm.",1
"Chromolithograph, on label, 143 x 500 mm.",1
"Chromolithograph, on opened card, 142 x 205 mm.",1
"Chromolithograph, on page 248 x 189 mm.",1
"Chromolithograph, on postcard, 140 x 89 mm.",1
"Chromolithograph, on poster 1030 x 390 mm (cropped).",1
"Chromolithograph, on poster 320 x 454 mm.",1
"Chromolithograph, on poster 575 x 447 mm.",1
"Chromolithograph, on poster 691 x 470 mm (cropped)",1
"Chromolithograph, on poster 760 x 508 mm.",1
"Chromolithograph, on poster 890 x 630 mm.",1
"Chromolithograph, on poster 930 x 640 mm.",1
"Chromolithograph, on sheet 1006 x 1250 mm. (mounted on linen)",1
"Chromolithograph, on sheet 1016 x 756 mm (mounted on linen)",1
"Chromolithograph, on sheet 274 x 207 mm.",1
"Chromolithograph, on sheet 326 x 251 mm.",1
"Chromolithograph, on two separate sheets, each 765 x 1020 mm, total 1020 x 1515 mm (if joined and overlapped)",1
"Chromolithograph, on two sheets, total 1500 x 1010 mm, linen backed.",1
"Chromolithograph, sepia, 136 x 177 mm",1
"Chromolithograph, sepia, 87 x 128 mm",1
"Chromolithograph, with gilt, on light card 380 x 280 mm.",1
"Chromolithographs on both sides of pamphlet, 317 x 240 mm (unfolded).",1
"Chromolithographs on labels, 105 x 330 mm; 53 x 330 mm; and, 50 x 330 mm.",1
"Chromolithographs on labels, 115 x 335 mm (slightly curved); 90 x 320 mm (slightly curved); and, 95 x 338 mm.",1
"Chromolithographs on labels, 117 x 324 mm; 61 x 334 mm; and, 59 x 342 mm.",1
"Chromolithographs on labels, 135 x 270 mm; and, 101 x 340 mm.",1
"Chromolithographs on labels, 57 x 340 mm; 190 x 122 mm (2 of this size); and, 58 x 330 mm.",1
"Chromolithographs on labels, 65 x 440 mm; 103 x 328 mm; 99 x 335 mm; and, 49 x 333 mm.",1
"Chromolithographs on labels, 85 x 285 mm (slightly curved); 98 x 205 mm; 56 x 250 mm; and, 32 x 210 mm.",1
"Chromolithographs or photolithographs on labels, 82 x 373 mm; 60 x 340 mm; 55 x 340 mm; 50 x 290 mm; and, 53 x 330 mm.",1
"Chromolithographs,  58 x 43 mm",1
"Chromolithographs, 38 x 69 mm.",1
"Chromolithographs, on labels, 187 x 121 mm (2 of this size); 60 x 340 mm; and, 45 x 232 mm.",1
"Chromolithographs, on labels, 188 x 118 mm (2 of this size); 52 x 328 mm.",1
"Chromolithographs, on labels, 55 x 330 mm; 65 x 425 mm; 68 x 380 mm; and, 107 x 345 mm.",1
"Chromolithographs, on labels, 94 x 340 mm; 105 x 325 mm; and, 109 x 344 mm.",1
"Chromolithographs, on labels, each 50 x 340 mm.",1
"Chromolithographs, on labels, each approximately 50 x 340 mm.",1
"Chromolithographs, on labels: 100 x 345 mm; 98 x 344 mm; and 98 x 345 mm.",1
"Chromolithographs, on labels: 100 x 362 mm; 68 x 410 mm; 45 x 352 mm; and, 43 x 232 mm.",1
"Chromolithographs, on labels: 102 x 205 mm; 135 x 206 mm; and 77 x 257 mm.",1
"Chromolithographs, on labels: 108 x 345 mm; 95 x 340 mm; and 98 x 340 mm.",1
"Chromolithographs, on labels: 108 x 350 mm (slightly curved); 107 x 345 mm (slightly curved); and, 56 x 347 mm.",1
"Chromolithographs, on labels: 93 x 246 mm; 45 x 80 mm (2 copies); 93 mm diameter; and, 93 x 341 mm.",1
"Chromolithographs, on labels: 95 x 335 mm; 96 x 332 mm; and 94 x 335 mm.",1
"Chromolithographs, on labels: 97 x 340 mm; 98 x 342 mm; and 100 x 347 mm. (this last slightly curved)",1
"Chromolithographs, on labels: 97 x 345 mm; 98 x 340 mm; and 80 x 316 mm. (this last slightly curved)",1
"Chromolithographs, on labels: approx 95 x 320 mm; and, approx 135 x 335 mm (slightly curved)",1
"Chromolithographs, on sheets 230 x 160 mm.",1
"Chromolithographs, on sheets 250 x 162 mm.",1
"Chromolxylograph (colour wood engraving), partially hand-coloured, 208 x 149 mm",1
"Chromolxylograph (colour wood engraving), partially hand-coloured, 255 x 175 mm",1
Chromotype,1
Ciolour print,1
"Circular bronze medal, diameter 53 mm, thickness 3 mm, in black hinged box, 85 x 68 x 30 mm.",1
Circular letters,1
"Circular oil, 347 mm diameter, on board 392 x 385 mm.",1
"Circular relief prints, diameter 65 mm.",1
Circumference bust 116 cm Length 114.5 cm,1
Circumference: 51cm,1
Circus route books,1
Cladophlebis,1
"Clay tablet, 45 x 36 x 11 mm (irregular)",1
"Clay tablets, ca 45 x 35 x 11 mm (irregular)",1
"Clay, grass, kahikatea and nikau",1
Clear plastic sheet,1
Climate Forecast compliant NetCDF files,1
"Clipping 115mm x 174mm on 260mm x 200mm page, with mss annotations",1
Clipping 122mm x 120mm,1
"Clipping 140mm x 260mm, on page 200mm x 260mm",1
Clipping 150mm x 240 mm on 200mm x 260mm page,1
Clipping 160mm x 156mm on 260mm x 200mm page,1
"Clipping 304mm x 229mm, on double page 400mm x 260mm",1
"Clipping 60mm x 142mm on 200mm x 260mm, with mss annotation",1
"Clipping 90mm x 66mm, on page 260mm x 200mm, with mss annotations",1
"Clipping and two photographic prints mounted on album page, 253 x 314 mm (page size)",1
Clipping from New Zealand Listener.  Image size 120 x 180 mm.,1
Clipping from New Zealand Listener.  Image size 155 x 110 mm.,1
Clipping from company brochure,1
Clipping from periodical.,1
Closed - 18 x 13 x 1 cm Open - 47 x 18 x 1 cm,1
"Closed h 100mm x w 170mm x d 6mm Open, H 208mm x w 170mm x d 6mm small",1
Closed length 26 cms,1
Cloth and Paper,1
Cloth bound album,1
Cloth bound. Hard cover.,1
Cloth bound. Hardcover.,1
Cloth-taped spine with card covers. Paper pages.,1
Clour print,1
Cluny French lace,1
"Cluny Lace, broderie anglaise",1
Cluny lace,1
Clydella,1
Coarse wave fawn cotton and thick embroidery cotton,1
Coaster,1
Cochet cotton,1
"Cocoon, moth/Animal based/General",1
Coir/Plant based/General,1
Col. lithograph  97 x 160 mm,1
Collage from A4 photocopies,1
"Collage, 240 x 190 mm.",1
Collagraph,1
Collar 330mm Sleeve outer 600mm inner 450mm chest 900mm nape to hem 740mm,1
Collar 420mm Across shoulders 480mm Shoulder to bottom edge 750mm,1
Collar 490mm 480mm across shoulders Length 1110mm,1
"Collation: 18 gatherings. i 4 leaves, ii 10 leaves, iii 8 leaves with inserted 9th, iv-xii 10 leaves, xiii 9 leaves, xiv-xvii 10 leaves, xviii 6 leaves (first three leaves of first gathering and last leaf of last gathering blank).",1
Collodian printing-out paper print 21.5 x 29 cm,1
"Collodion glass negative, 4.25 x 3.25 inches",1
Collodion print,1
Collodion print 10.8 x 15.4 cm,1
"Collodion print 13.2 x 17.4 cm, mounted on album page",1
"Collodion print 14.4 x 10.1 cm, on card 16.3 x 10.7 cm",1
"Collodion print 14.6 x 19.8 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15 x 20.4 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15.1 x 20.1 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15.2 x 20.3 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15.3 x 20.6 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15.4 x 20.5 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 15.5 x 20.5 cm, mounted on album page 23.4 x 30.1 cm",1
Collodion print 178 x 287 mm,1
"Collodion print 20.3 x 15 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 20.3 x 15.2 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 20.5 x 15 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 20.6 x 15.2 cm, mounted on album page 23.4 x 30.1 cm",1
"Collodion print 22.7 x 29.4 cm, on mount 36.8 x 46 cm",1
"Collodion print 23.5 x 28.8 cm (with losses), on mount 29.2 x 31.6 cm (with losses)",1
Collodion print 7.5 x 5.7 cm,1
Collodion print print 7.9 x 9.9 cm,1
"Collodion print, visible image 15.5 x 12.7 cm, mounted on album page",1
"Collodion printed-out paper print, 9.5 x 15.1 cm",1
"Collodion printing-out paper print 13.8 x 9..8 cm, on mount 16.8 x 10.8 cm",1
"Collodion printing-out paper print 13.8 x 9.8 cm, on mount",1
"Collodion printing-out paper print, 10.2 x 14.7 cm, on mount",1
"Collodion printing-out paper print, 15 x 9.5 cm",1
"Collotype on card, 67 x 105 mm",1
Collotype on postcard 139 x 88 mm.,1
Collotype on postcard 89 x 140 mm.,1
"Collotype, 1010 x 635 mm.",1
"Collotype, 510 x 755 mm.",1
"Collotype, 885 x 577 mm.",1
Collotype/Photomechanical/Paper Monochrome/Media/Photography,1
Color etching from two plates,1
Color lithographic poster with relief printing,1
Color photograph,1
Color print,1
Color slide,1
Color: Black and White; Size: 4w x 6h; Type of Image: Exhibit; Medium: Photographic print,1
"Color: Black and White; Size: 8w x 10h; Type of Image: Person, candid; Medium: Photographic print",1
"Colour Lithograph, edition 11/25",1
"Colour Lithograph, edition 15/25",1
"Colour Photograph,",1
Colour Polaroid,1
Colour Polaroid print,1
Colour anfd greyscale prints,1
"Colour chromolithograph, 460 x 360 mm",1
Colour down-load,1
Colour exhibition cover,1
"Colour frontispiece, 205 x 325mm",1
Colour illustration on page 160 x 200mm,1
"Colour laser A4 print, torn from booklet",1
"Colour laser photocopy, on poster 420 x 297 mm.",1
Colour letterpress  230 x 196 mm.,1
Colour lithograph  917 x 585 mm.,1
"Colour lithograph 24.7 x 33.7 cm, mounted on album page",1
"Colour lithograph on cover spread, 100 x 123 mm",1
Colour lithograph on one side of sheet 385 x 510 mm.,1
Colour lithograph on poster 1010 x 630 mm.,1
Colour lithograph on sheet 120 x 234 mm.,1
"Colour lithograph, 1010 x 633 mm.",1
"Colour lithograph, 1015 x 755 mm.",1
"Colour lithograph, 1020 x 765 mm.",1
"Colour lithograph, 1520 x 1020 mm.",1
"Colour lithograph, 1524 x 1020 mm.",1
"Colour lithograph, 165 x 241 mm",1
"Colour lithograph, 192 x 672 mm.",1
"Colour lithograph, 2190 x 1025 mm. (in two pieces)",1
"Colour lithograph, 290 x 240 (irregular) on board, 410 x 305 mm.",1
"Colour lithograph, 335 x 228 mm.",1
"Colour lithograph, 595 x 450 mm.",1
"Colour lithograph, 750 x 510 mm.",1
"Colour lithograph, 766 x 511 mm.",1
"Colour lithograph, 940 x 670 mm. on linen backing",1
"Colour lithograph, approximately 1500 x 1000 mm. (partial image only)",1
"Colour lithograph, image 220 x 312 mm, on sheet 285 x 447 mm",1
"Colour lithograph, in six sections, total size approximately 2250 x 3000 mm.",1
"Colour lithograph, on sheet 1010 x 635 mm.",1
"Colour lithograph, on sheet 251 x 164 mm.",1
Colour lithographs on one side of sheet 510 x 385 mm.,1
Colour mezzotint  360 x 250 mm,1
Colour p[rint,1
"Colour papers montage on glosart board toned to dark grey with ink wash, 375 x 548 mm.",1
"Colour papers montage on glosart board toned to dark grey with ink wash, 382 x  269 mm.",1
"Colour papers montage on glosart board toned to dark grey with ink wash, 382 x 548 mm.",1
Colour passport,1
Colour photo-mechanical print 8.9 x 14 cm,1
Colour photo; passport?,1
Colour photocopy,1
"Colour photocopy, A3 size.",1
Colour photograph 90 x 88 mm on folded card,1
Colour photograph 90mm x 125mm,1
Colour photograph of oil painting  245 x 208 mm on card 254 x 214 mm,1
Colour photograph of watercolour,1
"Colour photograph on paper, 28 x 27.5 cm",1
"Colour photographic print, 36.5 x 50.5 cm",1
Colour photolithograph on both sides of pamphlet 235 x 350 mm.,1
"Colour photolithograph on card, 95 x 197 mm.",1
"Colour photolithograph on cover of folded pamphlet, 222 x 92 mm.",1
"Colour photolithograph on front panel of pamphlet, 217 x 95 mm.",1
"Colour photolithograph on half side of pamphlet, image 230 x 303 mm.",1
"Colour photolithograph on pamphlet, 210 x 187 mm",1
"Colour photolithograph on pamphlet, 235 x 99 mm.",1
"Colour photolithograph on panel of pamphlet, 217 x 95 mm.",1
"Colour photolithograph on postcard, 86 x 140 mm.",1
"Colour photolithograph on postcard, 89 x 137 mm.",1
"Colour photolithograph on postcard, 95 x 146 mm.",1
"Colour photolithograph on poster, 600 x 425 mm.",1
"Colour photolithograph on poster, 803 x 572 mm.",1
"Colour photolithograph on poster, 840 x 595 mm.",1
"Colour photolithograph,  207 x 397 mm.",1
"Colour photolithograph,  265 x 390 mm, on sheet 400 x 600 mm.",1
"Colour photolithograph, 117 x 95 mm, on poster 585 x 415 mm.",1
"Colour photolithograph, 205 x 90 mm.",1
"Colour photolithograph, 240 x 185 mm.",1
"Colour photolithograph, 595 x 878 mm.",1
"Colour photolithograph, on both sides of sheet 430 x 580 mm.",1
"Colour photolithograph, on card with gilt border, 121 x 71 mm.",1
"Colour photolithograph, on folded pamphlet 212 x 92 mm.",1
"Colour photolithograph, on light card, 695 x 470 mm.",1
"Colour photolithograph, on poster 302 x 430 mm.",1
"Colour photolithograph, on poster 419 x 291 mm.",1
"Colour photolithograph, on poster 430 x 295 mm.",1
"Colour photolithograph, on poster 430 x 300 mm.",1
"Colour photolithograph, on poster 540 x 418 mm.",1
"Colour photolithograph, on poster 585 x 415 mm.",1
"Colour photolithograph, on sheet 311 x 456 mm.",1
"Colour photolithograph, on triangular poster, each side around 500 mm.",1
Colour photolithographic postcard 140 x 90 mm.,1
Colour photolithographic postcard 90 x 140 mm.,1
Colour photolithographs and print on page 138 x 225 mm.,1
"Colour photolithographs on both back and front of folded brochure, 235 x 182 mm.",1
Colour photoraphic print.,1
Colour photostatic print,1
Colour polaroid,1
Colour postcard,1
Colour postcard 90 x 140mm,1
Colour poster,1
Colour poster 76mm x 134mm,1
Colour print  138 x 214 mm.,1
Colour print  245 x 317 mm.,1
Colour print  506 x 762 mm.,1
Colour print (greyscale?),1
Colour print 100 x 149 mm mounted on album page,1
Colour print 100 x 152 mm,1
Colour print 101 x 152 mm mounted on album page,1
Colour print 88 x 125 mm mounted on album page,1
Colour print 88 x 126 mm mounted on album page,1
Colour print 88 x 127 mm mounted on album page,1
Colour print 89 x 127 mm mounted on album page,1
Colour print on 6 mm plastic foam,1
"Colour print on back and front cover spread, 177 x 241 mm.",1
"Colour print on card, 292 x 595 mm.",1
"Colour print on cover of booklet, 203 x 128 mm.",1
"Colour print on flier, 138 x 64 mm.",1
Colour print on paper,1
"Colour print on poster 635 x 507 mm, with attached circular dial of diameter 105 mm. Three extra panels are sellotaped on.",1
"Colour print on programme, 227 x 180 mm.",1
Colour print on thin card 458 x 317 mm.,1
"Colour print, 119 x 263 mm.",1
"Colour print, 265 x 158 mm.",1
"Colour print, 70 x 177 mm.",1
"Colour print, 765 x 510 mm.",1
"Colour print, 8.3 x 8.2 cm, on album page",1
"Colour print, 8.8 x 8.7 cm",1
"Colour print, label for tin,  98 x 336 mm.",1
"Colour print, on front cover 203 x 127 mm.",1
"Colour print, semi-matte, enhanced.",1
Colour print; not photo stock.,1
Colour print; verticals adjusted.,1
"Colour prints on page, 223 x 282 mm.",1
"Colour prints on transfers on original paper backing, sizes varying",1
"Colour process lithograph on poster, 1012 x  630 mm.",1
"Colour process lithograph, 1001 x 643 mm.",1
Colour process lithograph. on poster 940 x 642 mm.,1
Colour proof sheet; 4 images,1
Colour relief print or letterpress on broadsheet 755 x 509 mm.,1
"Colour screenprint  430 x 303 mm, on sheet  504 x 380 mm",1
"Colour screenprint  430 x 305 mm, on sheet  503 x 379 mm",1
"Colour screenprint  430 x 330 mm, on sheet  505 x 380 mm",1
"Colour screenprint  530 x 354 mm, on sheet  757 x 505 mm",1
"Colour screenprint  530 x 378 mm, on sheet  757 x 505 mm",1
"Colour screenprint  550 x 400 mm, on sheet  755 x 505 mm",1
Colour silk-screen on poster 1010 x 665 mm.,1
Colour sketch 185mm x 230mm on paper,1
Colour sketch map with references,1
Colour sketch with pencil annotation,1
Colour slide film,1
"Colour slide, no branding",1
"Colour steam lithograph, 530 x 760 mm.",1
Colour transparency in plastic slide mount,1
Colour wood engravings,1
"Colour woodblock print, 270 x 249 mm",1
"Colour, half-tone print.",1
Colour.  Image size 189 x 138 mm.,1
"Colour; sound; HD video; 16:9 ratio, 15 Minutes, 17 seconds; loop",1
"Coloured (monotone) print, 185 x 123 mm.",1
Coloured Baxter print  213 x 317 mm,1
"Coloured Baxter print,  136 x 82 mm, on page 190 x 124 mm.",1
Coloured aquatint with etching   415 x 588 mm,1
"Coloured aquatint, 278 x 240 mm, on sheet 360 x 280 mm. (placed crookedly on sheet).",1
"Coloured buckram, 298 x 241 mm",1
Coloured carte de visite; H 101 mm  x L 62 mm,1
"Coloured crayon over sepia ink and wash, 253 x 365 mm",1
"Coloured diazo print, 630 x 550 mm",1
Coloured drawings on cream paper. 79 x 59 cm.,1
"Coloured engraving, 260 x 190 mm",1
"Coloured etching, image 255 x 350 mm, plate 300 x 380 mm, on sheet 330 x 412 mm.",1
"Coloured ink & watercolour on paper backed with linen, 1320 x 1904 mm",1
"Coloured ink & watercolour on paper backed with linen, 135 x 190 mm (oval)",1
"Coloured ink, water colour and pencil. 555 x 450 mm",1
Coloured inks on paper,1
Coloured inks on paper  309 x 279 mm,1
Coloured lino-cut  320 x 245 mm on sheet 370 x 280 mm,1
"Coloured lithograph (mechanical), 320 x 454 mm",1
"Coloured lithograph (mechanical), 452 x 640 mm",1
Coloured lithograph 920 x 660 mm.,1
"Coloured lithograph on card, 157 x 47 mm (irregular)",1
"Coloured lithograph, 1005 x 635 mm.",1
"Coloured lithograph, 1010 x 640 mm.",1
"Coloured lithograph, 1015 x 760 mm.",1
"Coloured lithograph, 134 x 106 mm",1
"Coloured lithograph, 143 x 238 mm.",1
"Coloured lithograph, 192 x 200 mm.",1
"Coloured lithograph, 205 x 327 mm.",1
"Coloured lithograph, 210 x 190 mm on right side of sheet 355 x 530 mm",1
"Coloured lithograph, 215 x 335 mm.",1
"Coloured lithograph, 215 x 360 mm.",1
"Coloured lithograph, 220 x 688 mm.",1
"Coloured lithograph, 229 x 685 mm.",1
"Coloured lithograph, 233 x 280 mm.",1
"Coloured lithograph, 265 x 365 mm.",1
"Coloured lithograph, 275 x 357 mm.",1
"Coloured lithograph, 295 x 358 mm.",1
"Coloured lithograph, 305 x 385 mm.",1
"Coloured lithograph, 315 x 450 mm",1
"Coloured lithograph, 355 x 355 mm.",1
"Coloured lithograph, 365 x 365 mm.",1
"Coloured lithograph, 510-380 mm.",1
"Coloured lithograph, 545 x 440 mm.",1
"Coloured lithograph, 730 x 490 mm.",1
"Coloured lithograph, 90 x 160 mm on sheet 110 x 180 mm",1
"Coloured lithograph, on postcard 90 x 140 mm.",1
"Coloured lithograph,on sheet 254 x 335 mm.",1
Coloured newsclipping,1
Coloured offset print on sheet 588 x 304 mm.,1
Coloured pencil,1
Coloured pencil (blue) drawing on buff paper  254 x 185 mm.,1
"Coloured pencil and pencil on print on dressed linen, 36 x 76.9 cm. on sheet 38 x 76.9 cm.",1
"Coloured pencil and pencil on print on dressed linen, 40.8 x 79.8 cm.",1
"Coloured pencil drawing on page of notebook, 171 x 122 mm",1
"Coloured pencil on diazo photoprint, 73.8 x 105 cm.",1
"Coloured pencil on diazo print, coloured, 45.7 x 44.8 cm.",1
"Coloured pencil on wove paper, 225 x 185 mm",1
"Coloured pencil on wove paper, 255 x 205 mm",1
"Coloured pencil, gouache and ink.  418 x 296 mm.",1
"Coloured pencil, gouache and ink. 423 x 588 mm.",1
"Coloured pencil, on double page of sketchbook, 132 x 352 mm",1
"Coloured photo print, 395 x 573 mm",1
"Coloured photograph, 132 x 192 mm on sheet 297 x 226 mm",1
Coloured photographic image 139 x 88 mm,1
Coloured photolithograph  280 x 440 mm,1
Coloured photolithograph  299 x 542 mm on sheet 488 x 735 mm,1
Coloured photolithograph  424 x 553 mm on sheet 574 x 703 mm,1
Coloured photolithograph  600 x 420 mm,1
Coloured photolithograph 510 x 420 mm.,1
Coloured photolithograph 569 x 429 mm.,1
Coloured photolithograph 640 x 460 mm.,1
Coloured photolithograph 815 x 558 mm.,1
Coloured photolithograph on poster 590 x 420 mm.,1
Coloured photolithograph on poster 595 x 420 mm.,1
